City,Building ID,Class_x,Year,Gross Rental Income,Lost Rent,Effective Gross Income,Operating Expenses,Net Operating Income,Class_y,Studio Units,1-Bedroom Units,Studio Rent,1-Bedroom Rent,Initial Equity Investment,Equity Reversion,Rent CAGR,Vacancy Rate,Operating Expense Ratio
Fairview,103727,C,3,1151343.57283865,64303.103703108,1087040.46913554,551981.4077420384,535059.0613935017,C,16,38,1257.58978853308,1760.62570394631,23204677.374612436,24769158.097764254,0.04999999999999938,0.0558504908700433,0.5077836781743709
Fairview,103727,C,4,1208910.75148058,67518.2588882634,1141392.49259232,579580.4781291417,561812.0144631783,C,16,38,1257.58978853308,1760.62570394631,23204677.374612436,24769158.097764254,0.04999999999999938,0.0558504908700433,0.5077836781743709
Fairview,103727,C,5,1269356.28905461,70894.1718326766,1198462.11722193,608559.5020355958,589902.6151863342,C,16,38,1257.58978853308,1760.62570394631,23204677.374612436,24769158.097764254,0.04999999999999938,0.0558504908700433,0.5077836781743709
Fairview,845339,A,1,2490684.4386366,298639.07464796,2192045.36398864,1108122.7438804435,1083922.6201081963,A,40,28,2620.6696534476,3668.93751482664,25304625.264478162,26544802.214466564,0.050000000000000044,0.11990241317420161,0.505519986987909
Fairview,845339,A,2,2615218.66056843,313571.028380358,2301647.63218807,1163528.8810744649,1138118.7511136052,A,40,28,2620.6696534476,3668.93751482664,25304625.264478162,26544802.214466564,0.050000000000000044,0.11990241317420161,0.505519986987909
Fairview,845339,A,3,2745979.59359685,329249.579799376,2416730.01379747,1221705.3251281863,1195024.6886692836,A,40,28,2620.6696534476,3668.93751482664,25304625.264478162,26544802.214466564,0.050000000000000044,0.11990241317420161,0.505519986987909
Fairview,845339,A,4,2883278.57327669,345712.058789344,2537566.51448735,1282790.5913845988,1254775.9231027511,A,40,28,2620.6696534476,3668.93751482664,25304625.264478162,26544802.214466564,0.050000000000000044,0.11990241317420161,0.505519986987909
Fairview,845339,A,5,3027442.50194053,362997.661728812,2664444.84021171,1346930.1209538248,1317514.7192578851,A,40,28,2620.6696534476,3668.93751482664,25304625.264478162,26544802.214466564,0.050000000000000044,0.11990241317420161,0.505519986987909
Fairview,237625,C,1,1103779.97936286,77775.1905531837,1026004.78880968,532325.9323416889,493678.85646799114,C,37,38,1019.75238300339,1427.65333620474,24032615.758611962,25323634.227650493,0.05000000000000049,0.07046258494204423,0.518833769732466
Fairview,237625,C,2,1158968.97833101,81663.9500808429,1077305.02825017,558942.2289587765,518362.7992913935,C,37,38,1019.75238300339,1427.65333620474,24032615.758611962,25323634.227650493,0.05000000000000049,0.07046258494204423,0.518833769732466
Fairview,237625,C,3,1216917.42724756,85747.147584885,1131170.27966267,586889.3404067109,544280.9392559592,C,37,38,1019.75238300339,1427.65333620474,24032615.758611962,25323634.227650493,0.05000000000000049,0.07046258494204423,0.518833769732466
Fairview,237625,C,4,1277763.29860994,90034.5049641293,1187728.79364581,616233.8074270498,571494.9862187603,C,37,38,1019.75238300339,1427.65333620474,24032615.758611962,25323634.227650493,0.05000000000000049,0.07046258494204423,0.518833769732466
Fairview,237625,C,5,1341651.46354043,94536.2302123357,1247115.2333281,647045.4977984021,600069.735529698,C,37,38,1019.75238300339,1427.65333620474,24032615.758611962,25323634.227650493,0.05000000000000049,0.07046258494204423,0.518833769732466
Fairview,574441,C,1,1265722.92363943,164340.871999584,1101382.05163985,559498.3541935666,541883.6974462834,C,37,34,1246.77198940055,1745.48078516076,23381254.93532424,24939128.34187235,0.05000000000000182,0.12983953196252607,0.507996615125994
Fairview,574441,C,2,1329009.06982141,172557.915599564,1156451.15422184,587473.2719032436,568977.8823185964,C,37,34,1246.77198940055,1745.48078516076,23381254.93532424,24939128.34187235,0.05000000000000182,0.12983953196252607,0.507996615125994
Fairview,574441,C,3,1395459.52331248,181185.811379542,1214273.71193293,616846.9354984048,597426.7764345251,C,37,34,1246.77198940055,1745.48078516076,23381254.93532424,24939128.34187235,0.05000000000000182,0.12983953196252607,0.507996615125994
Fairview,574441,C,4,1465232.4994781,190245.101948519,1274987.39752958,647689.2822733268,627298.1152562532,C,37,34,1246.77198940055,1745.48078516076,23381254.93532424,24939128.34187235,0.05000000000000182,0.12983953196252607,0.507996615125994
Fairview,574441,C,5,1538494.12445201,199757.357045945,1338736.76740606,680073.7463869936,658663.0210190663,C,37,34,1246.77198940055,1745.48078516076,23381254.93532424,24939128.34187235,0.05000000000000182,0.12983953196252607,0.507996615125994
Fairview,781346,B,1,2154866.9363518,217748.730519058,1937118.20583275,1071078.2456484542,866039.9601842959,B,30,51,1770.92943487163,2479.30120882029,25440769.974419743,27181902.30008911,0.05000000000000049,0.10104973390501176,0.5529235347762411
Fairview,781346,B,2,2262610.2831694,228636.167045011,2033974.11612438,1124632.1579308726,909341.9581935073,B,30,51,1770.92943487163,2479.30120882029,25440769.974419743,27181902.30008911,0.05000000000000049,0.10104973390501176,0.5529235347762411
Fairview,781346,B,3,2375740.79732787,240067.975397261,2135672.8219306,1180863.765827417,954809.056103183,B,30,51,1770.92943487163,2479.30120882029,25440769.974419743,27181902.30008911,0.05000000000000049,0.10104973390501176,0.5529235347762411
Fairview,781346,B,4,2494527.83719426,252071.374167124,2242456.46302713,1239906.9541187878,1002549.5089083421,B,30,51,1770.92943487163,2479.30120882029,25440769.974419743,27181902.30008911,0.05000000000000049,0.10104973390501176,0.5529235347762411
Fairview,781346,B,5,2619254.22905397,264674.942875481,2354579.28617849,1301902.3018247292,1052676.984353761,B,30,51,1770.92943487163,2479.30120882029,25440769.974419743,27181902.30008911,0.05000000000000049,0.10104973390501176,0.5529235347762411
Fairview,177715,A,1,2002059.2210271,124454.354729375,1877604.86629773,1110928.5907917588,766676.2755059712,A,38,20,2527.8525518019,3538.99357252266,26196778.778854568,27163421.938230973,0.05000000000000093,0.062163173507688074,0.591673259231743
Fairview,177715,A,2,2102162.18207846,130677.072465843,1971485.10961262,1166475.020331349,805010.089281271,A,38,20,2527.8525518019,3538.99357252266,26196778.778854568,27163421.938230973,0.05000000000000093,0.062163173507688074,0.591673259231743
Fairview,177715,A,3,2207270.29118238,137210.926089136,2070059.36509325,1224798.7713479158,845260.5937453343,A,38,20,2527.8525518019,3538.99357252266,26196778.778854568,27163421.938230973,0.05000000000000093,0.062163173507688074,0.591673259231743
Fairview,177715,A,4,2317633.8057415,144071.472393592,2173562.33334791,1286038.7099153101,887523.6234325999,A,38,20,2527.8525518019,3538.99357252266,26196778.778854568,27163421.938230973,0.05000000000000093,0.062163173507688074,0.591673259231743
Fairview,177715,A,5,2433515.49602858,151275.046013272,2282240.45001531,1350340.6454110784,931899.8046042318,A,38,20,2527.8525518019,3538.99357252266,26196778.778854568,27163421.938230973,0.05000000000000093,0.062163173507688074,0.591673259231743
Fairview,175239,A,1,2309764.06266237,323798.753780691,1985965.30888168,998238.0706608461,987727.2382208339,A,46,25,2376.30047599009,3326.82066638613,23162936.68002391,24562261.859440062,0.04999999999999982,0.14018693901032553,0.502646277956872
Fairview,175239,A,2,2425252.26579549,339988.691469726,2085263.57432576,1048149.9741938863,1037113.6001318736,A,46,25,2376.30047599009,3326.82066638613,23162936.68002391,24562261.859440062,0.04999999999999982,0.14018693901032553,0.502646277956872
Fairview,175239,A,3,2546514.87908526,356988.126043212,2189526.75304205,1100557.4729035818,1088969.2801384684,A,46,25,2376.30047599009,3326.82066638613,23162936.68002391,24562261.859440062,0.04999999999999982,0.14018693901032553,0.502646277956872
Fairview,175239,A,4,2673840.62303953,374837.532345373,2299003.09069415,1155585.3465487596,1143417.7441453903,A,46,25,2376.30047599009,3326.82066638613,23162936.68002391,24562261.859440062,0.04999999999999982,0.14018693901032553,0.502646277956872
Fairview,175239,A,5,2807532.6541915,393579.408962642,2413953.24522886,1213364.613876199,1200588.6313526612,A,46,25,2376.30047599009,3326.82066638613,23162936.68002391,24562261.859440062,0.04999999999999982,0.14018693901032553,0.502646277956872
Fairview,861441,B,1,2141055.69328474,280512.451404519,1860543.24188022,1048160.4426792439,812382.799200976,B,49,43,1633.89475983268,2287.45266376575,20747518.335774627,22277715.598860703,0.05000000000000049,0.13101595268368066,0.5633625809309319
Fairview,861441,B,2,2248108.47794898,294538.073974745,1953570.40397423,1100568.4648132054,853001.9391610245,B,49,43,1633.89475983268,2287.45266376575,20747518.335774627,22277715.598860703,0.05000000000000049,0.13101595268368066,0.5633625809309319
Fairview,861441,B,3,2360513.90184643,309264.977673482,2051248.92417294,1155596.888053865,895652.036119075,B,49,43,1633.89475983268,2287.45266376575,20747518.335774627,22277715.598860703,0.05000000000000049,0.13101595268368066,0.5633625809309319
Fairview,861441,B,4,2478539.59693875,324728.226557156,2153811.37038159,1213376.73245656,940434.63792503,B,49,43,1633.89475983268,2287.45266376575,20747518.335774627,22277715.598860703,0.05000000000000049,0.13101595268368066,0.5633625809309319
Fairview,861441,B,5,2602466.57678569,340964.637885014,2261501.93890067,1274045.5690793882,987456.3698212819,B,49,43,1633.89475983268,2287.45266376575,20747518.335774627,22277715.598860703,0.05000000000000049,0.13101595268368066,0.5633625809309319
Fairview,415952,A,1,1574830.13301557,226559.807612712,1348270.32540286,871737.1573468166,476533.16805604345,A,26,21,2368.878058086,3316.4292813204,25139666.25674396,26709118.41951141,0.05000000000000049,0.14386301281833028,0.646559626005522
Fairview,415952,A,2,1653571.63966635,237887.797993347,1415683.841673,915324.0152141554,500359.8264588446,A,26,21,2368.878058086,3316.4292813204,25139666.25674396,26709118.41951141,0.05000000000000049,0.14386301281833028,0.646559626005522
Fairview,415952,A,3,1736250.22164967,249782.187893015,1486468.03375665,961090.2159748633,525377.8177817868,A,26,21,2368.878058086,3316.4292813204,25139666.25674396,26709118.41951141,0.05000000000000049,0.14386301281833028,0.646559626005522
Fairview,415952,A,4,1823062.73273215,262271.297287666,1560791.43544448,1009144.7267736048,551646.7086708753,A,26,21,2368.878058086,3316.4292813204,25139666.25674396,26709118.41951141,0.05000000000000049,0.14386301281833028,0.646559626005522
Fairview,415952,A,5,1914215.86936876,275384.862152049,1638831.00721671,1059601.9631122889,579229.044104421,A,26,21,2368.878058086,3316.4292813204,25139666.25674396,26709118.41951141,0.05000000000000049,0.14386301281833028,0.646559626005522
Fairview,662111,B,1,2509609.00166589,234666.877537582,2274942.12412831,1286085.7592712592,988856.3648570508,B,26,79,1530.99621868344,2143.39470615681,22934173.12848224,24309089.50681072,0.050000000000000044,0.09350734611718768,0.565326803539694
Fairview,662111,B,2,2635089.45174919,246400.221414462,2388689.23033472,1350390.0472348193,1038299.1830999008,B,26,79,1530.99621868344,2143.39470615681,22934173.12848224,24309089.50681072,0.050000000000000044,0.09350734611718768,0.565326803539694
Fairview,662111,B,3,2766843.92433665,258720.232485185,2508123.69185146,1417909.5495965623,1090214.1422548976,B,26,79,1530.99621868344,2143.39470615681,22934173.12848224,24309089.50681072,0.050000000000000044,0.09350734611718768,0.565326803539694
Fairview,662111,B,4,2905186.12055348,271656.244109444,2633529.87644403,1488805.0270763887,1144724.8493676414,B,26,79,1530.99621868344,2143.39470615681,22934173.12848224,24309089.50681072,0.050000000000000044,0.09350734611718768,0.565326803539694
Fairview,662111,B,5,3050445.42658115,285239.056314916,2765206.37026624,1563245.278430213,1201961.091836027,B,26,79,1530.99621868344,2143.39470615681,22934173.12848224,24309089.50681072,0.050000000000000044,0.09350734611718768,0.565326803539694
Fairview,516448,C,1,1025161.2227391,95973.9178042643,929187.304934839,502649.2157488805,426538.0891859585,C,47,31,945.023251050059,1323.03255147008,23010166.62830267,24560012.676758118,0.05000000000000049,0.09361836526340112,0.540955750341563
Fairview,516448,C,2,1076419.28387605,100772.613694477,975646.670181581,527781.6765363246,447864.9936452565,C,47,31,945.023251050059,1323.03255147008,23010166.62830267,24560012.676758118,0.05000000000000049,0.09361836526340112,0.540955750341563
Fairview,516448,C,3,1130240.24806986,105811.244379201,1024429.00369066,554170.7603631407,470258.2433275193,C,47,31,945.023251050059,1323.03255147008,23010166.62830267,24560012.676758118,0.05000000000000049,0.09361836526340112,0.540955750341563
Fairview,516448,C,4,1186752.26047335,111101.806598161,1075650.45387519,581879.2983812962,493771.1554938939,C,47,31,945.023251050059,1323.03255147008,23010166.62830267,24560012.676758118,0.05000000000000049,0.09361836526340112,0.540955750341563
Fairview,516448,C,5,1246089.87349702,116656.896928069,1129432.97656895,610973.2633003613,518459.71326858876,C,47,31,945.023251050059,1323.03255147008,23010166.62830267,24560012.676758118,0.05000000000000049,0.09361836526340112,0.540955750341563
Fairview,664457,C,1,2317869.56229804,156775.14103007,2161094.42126797,1382451.0074661016,778643.4138018684,C,39,75,1341.35970040396,1877.90358056554,24872193.378096454,26338275.01646838,0.04999999999999982,0.06763760290058589,0.639699493858756
Fairview,664457,C,2,2433763.04041294,164613.898081573,2269149.14233137,1451573.5578394078,817575.5844919623,C,39,75,1341.35970040396,1877.90358056554,24872193.378096454,26338275.01646838,0.04999999999999982,0.06763760290058589,0.639699493858756
Fairview,664457,C,3,2555451.19243359,172844.592985652,2382606.59944794,1524152.2357313791,858454.3637165609,C,39,75,1341.35970040396,1877.90358056554,24872193.378096454,26338275.01646838,0.04999999999999982,0.06763760290058589,0.639699493858756
Fairview,664457,C,4,2683223.75205527,181486.822634934,2501736.92942034,1600359.8475179498,901377.0819023901,C,39,75,1341.35970040396,1877.90358056554,24872193.378096454,26338275.01646838,0.04999999999999982,0.06763760290058589,0.639699493858756
Fairview,664457,C,5,2817384.93965803,190561.163766681,2626823.77589135,1680377.839893843,946445.9359975071,C,39,75,1341.35970040396,1877.90358056554,24872193.378096454,26338275.01646838,0.04999999999999982,0.06763760290058589,0.639699493858756
Fairview,878891,C,1,870250.646236752,107254.232670367,762996.413566384,438485.38075558725,324511.03281079675,C,26,30,1066.48363509405,1493.07708913168,24946994.41580501,26698332.53352733,0.04999999999999982,0.12324522036745364,0.574688652474822
Fairview,878891,C,2,913763.178548589,112616.944303886,801146.234244703,460409.6497933665,340736.5844513365,C,26,30,1066.48363509405,1493.07708913168,24946994.41580501,26698332.53352733,0.04999999999999982,0.12324522036745364,0.574688652474822
Fairview,878891,C,3,959451.337476019,118247.79151908,841203.545956939,483430.1322830353,357773.4136739037,C,26,30,1066.48363509405,1493.07708913168,24946994.41580501,26698332.53352733,0.04999999999999982,0.12324522036745364,0.574688652474822
Fairview,878891,C,4,1007423.90434982,124160.181095034,883263.723254786,507601.6388971871,375662.0843575989,C,26,30,1066.48363509405,1493.07708913168,24946994.41580501,26698332.53352733,0.04999999999999982,0.12324522036745364,0.574688652474822
Fairview,878891,C,5,1057795.09956731,130368.190149786,927426.909417525,532981.7208420463,394445.18857547874,C,26,30,1066.48363509405,1493.07708913168,24946994.41580501,26698332.53352733,0.04999999999999982,0.12324522036745364,0.574688652474822
Fairview,730818,C,1,2281185.34423656,115818.830298529,2165366.51393803,1333036.3100695577,832330.2038684725,C,42,77,1269.01721419479,1776.62409987271,26231099.451739125,27557468.928758457,0.050000000000000044,0.05077133718711029,0.615616941284106
Fairview,730818,C,2,2395244.61144839,121609.771813455,2273634.83963493,1399688.1255730344,873946.7140618954,C,42,77,1269.01721419479,1776.62409987271,26231099.451739125,27557468.928758457,0.050000000000000044,0.05077133718711029,0.615616941284106
Fairview,730818,C,3,2515006.84202081,127690.260404128,2387316.58161668,1469672.5318516886,917644.0497649915,C,42,77,1269.01721419479,1776.62409987271,26231099.451739125,27557468.928758457,0.050000000000000044,0.05077133718711029,0.615616941284106
Fairview,730818,C,4,2640757.18412185,134074.773424334,2506682.41069751,1543156.1584442705,963526.2522532395,C,42,77,1269.01721419479,1776.62409987271,26231099.451739125,27557468.928758457,0.050000000000000044,0.05077133718711029,0.615616941284106
Fairview,730818,C,5,2772795.04332794,140778.512095551,2632016.53123239,1620313.9663664869,1011702.5648659032,C,42,77,1269.01721419479,1776.62409987271,26231099.451739125,27557468.928758457,0.050000000000000044,0.05077133718711029,0.615616941284106
Fairview,973796,C,1,1043329.56907827,131433.268769042,911896.300309228,553589.5143545881,358306.7859546399,C,24,24,1509.44671452296,2113.22540033214,24899759.347423177,26211730.921820175,0.049999999999999156,0.12597483351800026,0.6070750743992089
Fairview,973796,C,2,1095496.04753218,138004.932207494,957491.115324689,581268.9900723172,376222.12525237177,C,24,24,1509.44671452296,2113.22540033214,24899759.347423177,26211730.921820175,0.049999999999999156,0.12597483351800026,0.6070750743992089
Fairview,973796,C,3,1150270.84990879,144905.178817868,1005365.67109092,610332.4395759309,395033.23151498905,C,24,24,1509.44671452296,2113.22540033214,24899759.347423177,26211730.921820175,0.049999999999999156,0.12597483351800026,0.6070750743992089
Fairview,973796,C,4,1207784.39240423,152150.437758762,1055633.95464547,640849.0615547299,414784.8930907401,C,24,24,1509.44671452296,2113.22540033214,24899759.347423177,26211730.921820175,0.049999999999999156,0.12597483351800026,0.6070750743992089
Fairview,973796,C,5,1268173.61202444,159757.9596467,1108415.65237774,672891.5146324644,435524.1377452756,C,24,24,1509.44671452296,2113.22540033214,24899759.347423177,26211730.921820175,0.049999999999999156,0.12597483351800026,0.6070750743992089
Fairview,382039,A,1,4610576.54807702,578075.496568431,4032501.05150859,2165160.644754652,1867340.4067539382,A,48,75,2511.20727019445,3515.69017827223,27310772.536616582,28889010.60002393,0.04999999999999982,0.1253803055953024,0.5369274842333019
Fairview,382039,A,2,4841105.37548087,606979.271396852,4234126.10408402,2273418.6769923847,1960707.4270916348,A,48,75,2511.20727019445,3515.69017827223,27310772.536616582,28889010.60002393,0.04999999999999982,0.1253803055953024,0.5369274842333019
Fairview,382039,A,3,5083160.64425491,637328.234966695,4445832.40928822,2387089.6108420035,2058742.7984462166,A,48,75,2511.20727019445,3515.69017827223,27310772.536616582,28889010.60002393,0.04999999999999982,0.1253803055953024,0.5369274842333019
Fairview,382039,A,4,5337318.67646766,669194.64671503,4668124.02975263,2506444.091384103,2161679.9383685268,A,48,75,2511.20727019445,3515.69017827223,27310772.536616582,28889010.60002393,0.04999999999999982,0.1253803055953024,0.5369274842333019
Fairview,382039,A,5,5604184.61029104,702654.379050782,4901530.23124026,2631766.2959533078,2269763.9352869526,A,48,75,2511.20727019445,3515.69017827223,27310772.536616582,28889010.60002393,0.04999999999999982,0.1253803055953024,0.5369274842333019
Fairview,821442,C,1,1443703.8536279,167594.780997714,1276109.07263018,708821.614681099,567287.4579490811,C,38,66,922.612380897177,1291.65733325604,22814458.064718537,24179481.76760014,0.05000000000000049,0.11608667565481895,0.555455352433277
Fairview,821442,C,2,1515889.04630929,175974.5200476,1339914.52626169,744262.6954151544,595651.8308465356,C,38,66,922.612380897177,1291.65733325604,22814458.064718537,24179481.76760014,0.05000000000000049,0.11608667565481895,0.555455352433277
Fairview,821442,C,3,1591683.49862476,184773.24604998,1406910.25257478,781475.8301859152,625434.4223888648,C,38,66,922.612380897177,1291.65733325604,22814458.064718537,24179481.76760014,0.05000000000000049,0.11608667565481895,0.555455352433277
Fairview,821442,C,4,1671267.673556,194011.908352479,1477255.76520352,820549.6216952115,656706.1435083085,C,38,66,922.612380897177,1291.65733325604,22814458.064718537,24179481.76760014,0.05000000000000049,0.11608667565481895,0.555455352433277
Fairview,821442,C,5,1754831.0572338,203712.503770103,1551118.55346369,861577.1027799688,689541.4506837212,C,38,66,922.612380897177,1291.65733325604,22814458.064718537,24179481.76760014,0.05000000000000049,0.11608667565481895,0.555455352433277
Fairview,821509,A,1,2163777.77716638,261146.700779877,1902631.07638651,1230290.4742847385,672340.6021017714,A,39,22,2583.30680177458,3616.62952248441,22385510.186451524,23779995.3808079,0.05000000000000071,0.12069016677020612,0.6466258695938651
Fairview,821509,A,2,2271966.6660247,274204.035818871,1997762.63020583,1291804.997998972,705957.6322068581,A,39,22,2583.30680177458,3616.62952248441,22385510.186451524,23779995.3808079,0.05000000000000071,0.12069016677020612,0.6466258695938651
Fairview,821509,A,3,2385564.99932594,287914.237609814,2097650.76171612,1356395.2478989195,741255.5138172004,A,39,22,2583.30680177458,3616.62952248441,22385510.186451524,23779995.3808079,0.05000000000000071,0.12069016677020612,0.6466258695938651
Fairview,821509,A,4,2504843.24929224,302309.949490305,2202533.29980193,1424215.010293868,778318.289508062,A,39,22,2583.30680177458,3616.62952248441,22385510.186451524,23779995.3808079,0.05000000000000071,0.12069016677020612,0.6466258695938651
Fairview,821509,A,5,2630085.41175685,317425.44696482,2312659.96479203,1495425.7608085636,817234.2039834664,A,39,22,2583.30680177458,3616.62952248441,22385510.186451524,23779995.3808079,0.05000000000000071,0.12069016677020612,0.6466258695938651
Fairview,595207,A,1,1961929.13688816,145780.950290833,1816148.18659732,1135055.8200004,681092.36659692,A,13,39,2418.55169734734,3385.97237628627,22123414.98326955,23618749.78500549,0.0499999999999996,0.07430490100272322,0.6249797391957351
Fairview,595207,A,2,2060025.59373257,153069.997805374,1906955.59592719,1191808.6110004226,715146.9849267674,A,13,39,2418.55169734734,3385.97237628627,22123414.98326955,23618749.78500549,0.0499999999999996,0.07430490100272322,0.6249797391957351
Fairview,595207,A,3,2163026.87341919,160723.497695643,2002303.37572355,1251399.0415504442,750904.3341731059,A,13,39,2418.55169734734,3385.97237628627,22123414.98326955,23618749.78500549,0.0499999999999996,0.07430490100272322,0.6249797391957351
